building,bus,car,fence,motorcycle,person,pole,rider,road,sidewalk,sky,terrain,traffic light,traffic sign,train,truck,vegetation,wall,y
21022,0,19,0,3135,2778,536,746,21261,4315,3031,0,3,16,0,0,22140,0,1
43126,0,1972,3,666,5765,1134,0,20675,1629,1743,0,0,0,0,73,2216,0,1
9848,459,9772,3918,0,11,2852,0,10352,9898,6690,185,50,39,32,729,24008,159,1
25788,1977,694,23,5526,1633,1003,0,2245,19179,0,172,0,0,0,3697,17459,119,1
3906,33,4999,316,0,45,448,0,21261,2631,5637,6723,0,111,0,84,32723,85,1
6204,0,15396,279,1,42,816,0,18015,1883,1931,0,9,174,0,141,29451,4660,1
3970,0,8051,0,0,0,630,0,20154,537,766,8620,0,0,0,0,36274,0,1
23598,6680,271,47,5465,1792,1002,0,5623,14118,0,0,7,0,122,367,20423,0,1
7,0,16276,0,0,0,771,0,8714,0,150,4448,0,0,0,0,48636,0,1
25866,96,10246,2,59,2031,2011,0,20028,2601,2750,3395,1296,267,0,19,8335,0,1
4121,1,10530,132,0,0,366,0,20221,906,4678,4617,2,11,0,49,33368,0,1
2968,0,12774,0,0,8,2120,0,24880,1053,20974,1358,1365,1007,0,1,10494,0,1
17150,0,802,1351,32,99,50,0,12077,7794,5819,0,1,314,0,24,9147,24342,1
34461,227,27134,0,41,29,1,0,8307,18,854,0,0,0,0,6,7924,0,1
1292,108,4157,94,0,1,1621,0,14879,1827,2444,19674,0,32,0,69,32700,104,1
15760,0,8010,0,0,50,1822,0,24839,823,4395,4721,0,0,0,1181,17401,0,1
6701,0,4620,40,32,0,512,0,21255,4087,7925,8629,3,1,0,1,25188,8,1
21545,0,12505,924,48,46,532,0,16557,2732,2167,584,1,0,0,5,21356,0,1
13558,0,16797,1,0,0,1618,0,16652,1943,5890,4916,0,4,0,15,17608,0,1
20133,0,31530,0,0,294,24,0,9446,4240,3137,87,26,77,0,3343,6665,0,1
56,0,11877,0,0,0,558,0,23004,1690,780,0,0,0,0,9,41541,0,1
0,0,9909,0,0,0,443,0,11600,1681,4286,11707,3,2269,0,1,37103,0,1
6142,0,8970,71,0,64,99,0,10412,6256,6465,0,0,403,0,2215,14219,23686,1
834,0,17439,2984,0,30,1002,0,14311,783,6791,4683,0,71,0,0,30074,0,1
16247,0,13309,451,0,0,913,0,23378,103,4192,67,0,777,0,6,19559,0,1
12566,0,983,19,0,83,716,0,28193,7218,8915,1019,0,0,0,0,16932,2358,1
19858,26,11978,0,0,1,2006,0,18773,540,5329,4797,7,10,0,0,15677,0,1
43237,0,4088,0,0,127,921,0,13749,5086,3,5120,10,159,0,0,6502,0,1
108,5138,10035,2170,0,0,450,0,13308,118,6340,12737,16,31,0,370,28175,6,1
90,0,822,896,0,35,972,0,17828,3153,9018,13235,45,212,0,365,31036,1295,1
16569,0,428,23,524,149,1317,48,27209,4422,2460,1785,499,4,220,2,23343,0,1
26731,1749,564,34,6255,1560,1353,3,4558,16134,0,7,0,0,161,351,20020,35,1
1086,0,22707,2926,0,0,757,0,12853,387,7417,3593,8,202,0,1,27065,0,1
6337,0,847,16,0,108,207,0,25316,454,4110,10315,0,48,0,0,31244,0,1
73,0,2901,5,2,50,5154,0,31869,2416,17698,61,1702,481,0,0,16590,0,1
40035,7,9977,0,0,0,2103,0,11105,4434,0,5656,0,569,0,63,5053,0,1
6267,0,70,6546,2,0,433,0,12854,2,4968,1194,15,0,0,7,46644,0,1
32439,0,10956,0,66,127,419,0,17910,4197,5137,1065,20,196,0,1887,4583,0,1
37046,0,10419,0,2711,4,193,685,21430,87,3250,0,1,65,0,3,3108,0,1
19828,0,22751,2,0,345,432,0,16494,26,1710,730,14,519,0,5,16146,0,1
23457,6262,204,83,5631,2517,1194,7,3770,15984,1,29,52,1,91,502,19730,0,1
82,43,3967,7,0,62,4738,0,30988,2005,17827,41,1719,445,0,622,16456,0,1
25212,3740,282,45,4935,2173,1018,0,5939,13525,0,1,16,1,118,646,21864,0,1
26894,42,19920,0,0,94,102,0,13616,703,66,1431,0,675,0,7199,8260,0,1
32369,0,3737,1282,45,31,1174,0,13256,8358,58,1561,27,319,0,0,16785,0,1
31460,1787,331,16,5696,1688,1147,35,1865,19072,0,197,0,0,40,473,15708,0,1
2801,0,11235,289,0,0,686,0,29671,0,1743,322,0,16,0,314,31924,1,1
25872,3994,967,12,5557,2639,1154,0,3379,17304,0,23,0,0,103,2548,15865,98,1
8850,0,18371,0,0,23,66,0,24032,453,10783,0,0,8,0,1514,14902,0,1
14003,0,14315,0,0,0,866,0,18437,1680,4477,4310,4,1,0,0,20909,0,1
5863,0,4174,0,98,0,609,0,20673,564,59,11590,0,8,0,0,35364,0,1
4947,0,7817,0,0,1,976,0,20369,13,566,8849,0,0,0,0,35464,0,1
27605,0,29564,0,92,35,0,0,8733,29,3071,0,0,0,0,4,9869,0,1
5873,4,5920,0,0,10,664,0,14903,273,2886,14094,0,51,0,7924,26400,0,1
27198,2659,119,138,6302,34,903,349,5388,14688,0,0,10,1,25,439,21262,0,1
28970,0,3298,0,197,462,2247,549,31645,1487,2136,0,144,203,0,16,7648,0,1
24891,0,17617,761,15,360,1268,0,13421,1750,2369,5255,0,53,0,54,11183,5,1
2,0,6577,0,67,151,382,6,24347,2453,993,0,0,0,0,2,44535,0,1
23538,0,3446,552,676,84,664,0,16432,9061,2044,292,0,0,0,79,22134,0,1
7107,0,13763,76,0,61,1107,0,18771,664,3467,0,1,54,0,56,33875,0,1
1696,0,2121,738,0,0,505,0,14420,6289,6,3451,0,22,0,4795,44533,426,1
26755,0,2924,0,5,15,130,0,21052,5671,2189,122,0,76,0,0,20063,0,1
111,0,297,237,1,0,1051,0,17069,342,1657,15127,3,106,0,0,43001,0,1
26723,2399,700,79,5874,1021,991,0,1603,18601,0,0,24,1,1,273,21225,0,1
14201,0,4068,0,901,109,379,59,24372,1942,3589,6569,149,3,0,0,22661,0,1
1962,7553,15081,0,0,378,454,1,14389,2716,2750,5461,180,2,0,1475,26486,114,1
8712,0,4911,6,0,64,14,0,21022,346,5181,12010,8,10,0,0,26590,128,1
57,49,2392,4,0,51,5031,0,31958,2698,17810,52,1718,461,0,234,16487,0,1
17889,0,26448,0,0,549,117,0,13394,45,1646,117,0,0,0,1,18796,0,1
23007,0,7019,87,0,13,390,0,17750,7014,2196,902,0,0,0,21,20603,0,1
7535,151,815,0,1,0,567,0,18818,241,445,11907,0,6,0,429,38087,0,1
23803,426,712,188,5891,619,957,13,2577,18788,0,187,1,0,18,1858,23414,63,1
16361,0,627,10,1052,169,1385,677,26496,4305,2477,1746,549,8,151,4,22985,0,1
23032,36,12914,2004,19,4652,141,0,10969,269,1798,6284,1,30,0,46,16807,0,1
56,75,11077,4,1,46,5101,0,24352,1844,17776,58,1692,395,0,739,15786,0,1
18305,151,9443,0,0,0,2797,0,20293,731,5342,4950,32,310,0,0,16648,0,1
24717,1,1134,0,1100,6510,1315,3,25846,2314,2599,0,20,1177,0,0,12266,0,1
44002,0,154,19,171,1502,795,344,15775,8042,0,0,0,0,0,0,8198,0,1
9608,0,3015,0,1381,15,81,0,17726,131,1984,11880,0,0,0,1,33180,0,1
29971,515,379,0,5928,869,1073,0,2417,18613,0,172,0,0,0,298,19280,0,1
3270,0,984,0,0,48,1638,0,20856,2696,2332,10505,0,6,0,208,36459,0,1
320,0,12926,157,0,1,196,0,14762,423,159,92,0,0,0,16,37529,12421,1
3328,14,1873,54,0,11,3893,0,20759,381,1341,10347,0,78,0,136,36787,0,1
3805,0,2410,1155,1,343,1946,0,16774,9479,10412,7041,88,3439,0,50,22059,0,1
25908,3049,650,0,6067,160,1158,1,3874,17388,0,298,8,2,42,2182,18726,2,1
811,1,12690,0,0,434,1335,116,22111,929,10003,2403,271,2514,0,82,25302,0,1
8563,0,12421,0,8,0,48,0,16650,0,1957,19,0,99,0,0,39237,0,1
28543,0,3240,0,148,519,2889,104,30746,2288,2226,0,322,24,0,0,7953,0,1
18655,0,3701,0,0,0,2108,0,21238,4962,6493,5008,9,345,0,0,16464,19,1
7241,0,3060,3745,3,364,510,0,26392,2590,6680,4765,59,33,0,0,23445,115,1
3411,0,10464,50,0,11,2385,0,26329,1440,20816,951,1337,990,0,32,10725,61,1
32074,1,6964,0,348,1456,18,0,23365,1714,1803,0,0,0,0,0,11259,0,1
10340,1,5534,1915,0,4,8,0,24156,52,2137,0,34,4,0,3763,30864,190,1
19083,0,2487,2764,18,0,93,0,12196,23,0,0,0,0,0,100,42229,9,1
14354,13,5859,0,0,6,500,0,29623,46,4287,3010,11,229,0,34,21030,0,1
2083,10,13080,0,14,10,873,0,17400,3552,3009,5726,6,0,0,7324,25915,0,1
31036,1481,13940,0,1,0,62,0,13329,3702,6,496,0,645,0,5071,9233,0,1
53,23,3098,3,1,225,4560,0,32317,2690,17888,64,1668,446,0,19,15947,0,1
13297,0,1935,36,1285,979,1223,849,23105,7127,3775,2714,97,210,0,0,22883,0,1
33954,0,7950,0,725,214,23,0,20643,4183,1724,0,59,0,0,0,9527,0,1
3986,0,6424,0,99,0,1297,0,19658,102,695,10254,0,0,0,6,36481,0,1
9113,0,7846,0,0,29,1694,0,26849,240,7897,3311,8,987,0,7560,13468,0,1
6028,0,2361,187,44,0,721,35,21354,1150,8695,11009,2,534,3,0,26651,228,1
55,0,2920,1164,0,32,1644,1,14609,2965,23672,20283,2,49,11,0,11189,406,1
31974,0,5004,563,554,3527,1278,0,20404,6311,2031,0,879,37,0,0,6115,325,1
0,0,831,0,0,0,17,0,12169,0,2556,13013,0,45,0,0,50371,0,0
29,0,344,2119,0,0,738,0,17940,1472,7621,12829,0,0,0,0,33896,2014,0
13795,0,1434,606,626,6253,1108,0,20953,6887,3741,1607,51,276,0,0,22178,0,0
0,0,1610,910,0,0,8,0,22982,37,17654,7732,0,21,0,0,28048,0,0
231,0,1910,104,0,975,1164,0,18328,3166,9935,13430,15,20,0,0,29719,5,0
1,0,389,0,0,0,357,0,10016,0,0,90,0,3,0,101,68045,0,0
621,0,11013,4872,2240,112,350,0,8916,7715,194,421,0,0,10,2,37293,5243,0
5922,0,1712,7074,5,331,1083,0,17086,6597,765,0,1,0,0,336,33651,4439,0
447,0,1231,642,0,15,1525,0,14384,6022,21293,18369,946,83,11,0,14034,0,0
66,0,3629,3948,0,0,91,0,20230,1084,107,0,0,12,0,248,49587,0,0
83,0,2663,2,1,223,4764,0,32297,3007,17913,55,1640,425,0,0,15929,0,0
7,0,9022,1720,0,68,684,0,11427,2519,21873,17942,92,82,0,0,13566,0,0
0,0,526,0,0,0,195,0,11636,0,2140,6827,0,0,0,0,57678,0,0
3301,7,2895,69,0,267,490,0,20506,2852,5745,9282,67,154,6,1,33360,0,0
1461,0,7683,3870,0,7,1473,0,18318,650,7184,7859,17,144,0,11,30216,109,0
2,0,8131,23,0,0,1096,0,15080,2,55,1415,0,362,0,43,52793,0,0
22851,5929,296,102,6203,608,1022,31,3319,16902,0,2,31,0,19,1013,21187,0,1
2,0,1189,0,0,0,705,0,22483,8,1375,2310,1,9,0,3,50917,0,0
1,0,2047,0,0,0,5,0,17063,64,2853,15095,4,5,0,0,41865,0,0
2594,60,1006,52,0,21,1875,0,21586,1391,1975,10430,0,20,0,49,37943,0,0
0,1,897,0,0,0,725,0,14121,996,0,8848,0,809,0,246,52359,0,0
0,235,979,534,0,59,470,49,22460,785,6896,7353,0,693,0,127,38362,0,0
1070,14,3840,2314,0,23,869,0,14231,2251,1997,13539,94,173,0,1581,36340,666,0
45443,0,4989,0,0,0,110,0,16196,3134,2619,0,0,0,0,0,6207,304,0
10971,292,1189,124,0,37,708,0,23007,3082,7940,8637,5,325,64,0,22621,0,0
0,0,532,0,0,0,72,0,10604,0,536,8934,1,0,0,0,58323,0,0
10563,0,16243,0,0,0,587,0,26855,248,10006,0,7,82,0,3002,11409,0,0
0,0,155,0,0,1,1001,0,13710,23,3104,16290,0,129,0,0,44589,0,0
6658,0,8300,876,4,103,1145,0,9089,8176,764,50,0,0,0,0,30845,12992,0
489,0,19387,17,0,0,0,0,833,0,0,0,0,0,0,0,56853,1423,0
0,0,3282,0,0,0,858,0,17658,0,134,6235,0,61,0,0,50774,0,0
0,113,456,3301,0,0,1561,0,17251,888,6773,11055,0,581,0,825,36198,0,0
54,0,1937,9320,342,202,114,0,14094,7841,1019,0,0,0,0,131,39509,4439,0
5,0,894,387,0,0,826,0,20984,0,1893,3739,2,136,13,0,50123,0,0
0,0,542,0,0,0,4,0,12574,0,2503,9687,0,0,0,0,53692,0,0
297,516,737,141,0,0,1102,0,21298,935,3660,11804,4,60,17,354,38077,0,0
0,0,97,0,0,1,709,0,12671,273,4182,17963,1,353,0,0,42752,0,0
66,1,5843,5,4,54,4835,0,29720,1625,17870,47,1720,441,0,523,16248,0,0
15657,0,954,1477,331,69,94,0,14588,5551,90,3937,0,0,0,33,36141,80,0
857,0,235,209,0,1153,1041,0,16406,3725,684,906,0,26,0,34,53725,1,0
0,0,2114,1452,0,0,0,0,22274,660,15680,6913,0,21,0,5,29883,0,0
58,0,346,1612,0,33,656,0,17845,540,7666,12842,3,127,0,5,33755,3514,0
5196,0,1297,2217,0,0,94,0,15958,1237,1369,12,2,6,0,0,51594,20,0
268,0,315,0,0,0,698,0,9397,714,7,3265,0,0,0,0,64338,0,0
87,0,467,2638,0,1000,75,0,14437,6841,198,0,0,0,0,34,43380,9845,0
0,0,201,0,0,0,736,0,13105,0,1373,1104,0,0,0,0,62483,0,0
0,0,22,0,0,0,209,0,12336,0,1451,4007,0,0,0,0,60977,0,0
26263,4725,272,239,5607,1775,1146,75,3412,17263,0,168,8,0,0,1321,17238,3,0
18,0,1689,30,0,3,457,0,16757,5639,9425,13113,0,158,0,174,31419,120,0
15,244,226,0,0,0,440,0,14255,3185,7972,14783,48,49,0,4,37781,0,0
15838,0,2791,0,0,7,1820,0,17876,514,425,3606,4,0,0,50,36071,0,0
0,0,473,0,0,0,59,0,10809,0,477,6670,0,0,0,0,60514,0,0
84,0,7141,1,5,76,4387,0,30037,2069,18057,50,1726,339,0,36,14994,0,0
273,2044,5435,168,1,28,296,0,10265,143,12496,13893,18,145,22,14453,19322,0,0
0,0,152,0,0,0,696,0,12736,0,1517,8207,0,0,0,0,55694,0,0
1788,52,1036,6464,5,327,1101,0,12629,4260,1521,1304,2,0,0,36,48452,25,0
7236,0,921,7323,0,622,1016,0,16356,3123,1114,395,252,78,2,30,40534,0,0
0,0,987,0,0,0,66,0,19923,1,3073,14542,0,463,0,0,39947,0,0
1030,0,10365,78,0,0,139,0,17066,406,101,22,0,0,13,251,38392,11139,0
0,0,512,0,0,0,1045,0,12839,1191,4068,13672,0,0,0,0,45675,0,0
0,0,8305,0,90,4,301,0,19784,5137,1008,29,0,0,0,0,44857,0,0
0,25,2465,1486,0,2,1262,0,16191,2438,7150,12572,371,241,0,250,34549,0,0
192,10,4078,3,4,12,608,0,28091,1518,12959,6199,354,66,0,523,24385,0,0
433,37,680,199,8,7,737,0,20019,2251,5452,11717,0,3,0,41,37418,0,0
0,0,489,0,0,0,134,0,11085,0,1735,9809,104,0,0,0,55646,0,0
40,173,1144,0,16,28,897,0,14734,3158,8778,12197,2,28,0,224,37583,0,0
6227,537,25392,0,0,1,1019,0,14814,365,4174,505,137,8,0,369,25454,0,0
188,19,861,0,0,0,976,0,15433,2698,10162,13459,0,10,0,350,34846,0,0
9,0,871,143,111,5,181,0,17770,8045,6818,6817,0,1,0,657,37574,0,0
671,0,516,438,0,165,1354,0,22455,1805,7108,10475,3,3194,0,974,29833,11,0
0,0,54,6,0,0,1,0,12836,0,1919,4661,0,922,0,0,58603,0,0
0,0,4554,1092,0,0,0,0,20721,337,16279,6812,0,13,0,0,29194,0,0
168,30,972,196,0,0,1516,0,21981,917,1531,10682,0,251,0,46,40712,0,0
55,0,1347,0,0,0,753,0,9701,2678,110,0,0,0,0,0,62809,1549,0
0,3,807,1012,0,1,122,0,18023,7190,7112,5956,0,34,0,559,38183,0,0
0,0,714,0,0,0,6,0,11519,0,1886,7346,0,0,0,0,57531,0,0
16,0,1865,0,242,541,2125,401,23847,7074,742,19,395,343,0,0,41905,0,0
677,0,572,4,32,15,666,0,20769,5,1383,0,5,4,0,19,53956,895,0
607,0,1006,12621,433,691,54,0,15366,8047,863,0,0,0,0,5,37685,1624,0
0,0,902,0,0,0,786,0,13620,28,3904,12626,1,285,0,0,46850,0,0
599,0,1413,9,0,243,1140,0,18452,3591,8634,13137,4,189,0,0,31591,0,0
0,0,10731,0,0,0,127,0,13253,0,3778,8712,0,23,0,15,42363,0,0
1150,11,1215,3698,0,787,778,0,15414,966,13721,14411,21,486,195,137,25119,893,0
1,2,486,9729,0,0,107,0,15269,4653,142,303,0,0,0,251,48059,0,0
10,0,136,0,0,0,1313,0,12561,5,1496,3892,107,99,0,0,59383,0,0
23,278,246,0,0,0,494,0,15297,1111,8877,15502,0,103,0,80,36991,0,0
13439,0,5584,5018,236,1218,626,0,21386,552,1696,0,0,3767,0,2448,23032,0,0
6682,0,1728,1715,0,27,738,0,21302,2084,2442,7294,0,11,0,132,34847,0,0
0,0,968,0,0,58,1148,0,13975,0,196,5953,0,445,0,0,56259,0,0
35,283,109,0,0,0,691,0,17530,2832,11457,9616,29,36,0,72,36312,0,0
0,0,2719,0,0,0,78,0,12824,24,3869,4587,0,0,0,0,54901,0,0
105,0,4691,256,0,116,319,88,25964,344,13957,10472,0,97,0,5,22588,0,0
0,0,833,3,0,0,406,0,11482,0,2225,9715,0,75,0,3,54260,0,0
3730,0,1195,131,0,0,296,0,10376,194,0,2506,0,0,0,0,57536,3038,0
0,0,3998,0,0,0,363,0,13373,481,3666,3913,0,0,0,0,53208,0,0
3519,0,9263,40,0,11,291,0,11056,3442,1549,98,0,37,0,0,25199,24497,0
69,0,2216,103,0,23,1718,0,16108,3846,22441,17310,1,358,0,304,14270,235,0
4,0,295,0,0,0,83,0,13811,0,1400,2420,0,0,0,0,60989,0,0
92,0,15027,0,0,287,607,0,19433,223,14,5360,0,420,0,0,37539,0,0
10130,170,14821,0,0,327,294,0,14346,4255,2703,4841,36,60,0,1522,25472,25,0
0,0,1386,0,0,0,189,0,21656,36,2892,13008,0,669,0,0,39166,0,0
0,0,342,50,0,0,277,0,11842,0,1943,9356,0,0,0,0,55192,0,0
0,0,3688,0,0,0,979,0,17188,0,94,6258,0,54,0,0,50741,0,0
29,73,596,538,225,21,103,0,18281,8220,6581,6308,0,3,0,1002,37022,0,0
0,0,4609,0,0,0,34,0,16582,371,2598,14250,1,0,0,0,40557,0,0
0,4,635,992,0,0,382,0,17746,4103,7048,7552,5,533,0,386,39616,0,0
0,0,84,0,0,0,0,0,12731,0,1997,8671,0,152,0,185,55182,0,0
3787,0,8998,9007,414,100,263,0,8431,7624,169,11,0,0,0,546,38046,1606,0
5394,0,5727,0,0,34,22,0,12882,2703,1275,0,0,0,0,147,30786,20032,0
5504,118,605,1118,0,25,852,0,21472,4073,2852,8980,0,56,0,26,33321,0,0
247,210,1756,63,0,95,1206,2,13655,1801,10476,16855,0,18,0,271,32347,0,0
945,0,9908,267,196,13,488,0,9904,2706,14131,13442,32,6,0,0,26316,648,0
2360,0,8254,0,1,1164,15,0,7735,3480,1762,0,0,0,0,163,29812,24256,0
0,0,2607,1624,0,0,0,0,21142,87,16885,8277,0,0,0,2,28378,0,0
10,124,470,0,0,0,357,0,16209,471,8456,13654,0,88,0,111,39052,0,0
0,0,3734,2514,0,158,335,0,23298,328,0,1358,0,372,0,0,46905,0,0
74,0,1264,552,0,1,829,0,14928,1946,17732,18836,3,365,0,12,20146,2314,0
7,0,6193,0,0,0,1801,0,9853,9,451,3576,0,774,0,498,55840,0,0
12,0,7628,370,261,0,235,0,12810,384,4517,6539,0,6811,0,5,39430,0,0
15,177,101,0,0,0,528,0,16644,1792,9580,12610,42,42,0,121,37350,0,0
3192,1,10502,0,0,54,2273,0,26457,1119,20766,1592,1265,881,0,19,10881,0,0
280,0,380,0,0,0,188,0,11903,0,3209,12796,0,1,0,26242,24003,0,0
1001,0,10302,1811,0,19,1163,0,10218,855,12804,13696,227,138,0,0,26704,64,0
0,0,107,0,0,0,802,0,14209,24,3260,11184,0,218,0,0,49198,0,0
3053,0,4115,14,96,8,1966,0,21890,4673,12969,6474,2033,109,0,44,21550,8,0
9449,0,1171,0,0,0,178,0,16334,39,0,16818,1,0,0,0,35012,0,0
0,0,8,0,0,0,100,0,13099,0,4210,18492,0,0,0,0,43093,0,0
780,249,764,1089,1275,17,1375,0,19447,2260,5267,8325,4,0,0,5,38145,0,0
203,0,3210,3348,0,0,1582,0,12970,1574,13538,14527,168,152,0,0,27673,57,0
3202,0,8782,0,0,16,2409,0,26918,1159,20754,2567,1460,1029,0,8,10698,0,0
0,0,860,26,0,4,210,0,18285,1860,9055,12842,4,0,0,21,33062,2773,0
0,0,358,0,0,0,594,0,13928,208,3813,15130,0,0,0,0,44971,0,0
235,0,2330,4111,0,14,751,0,14134,1644,13088,13741,0,756,0,0,28174,24,0
0,0,720,0,0,0,22,0,15284,9,3819,2860,0,0,0,0,56288,0,0
7309,0,3191,0,0,139,628,0,21629,380,77,10892,0,28,0,0,34729,0,0
0,0,1602,0,0,0,226,0,18462,358,2847,14986,3,0,0,0,40518,0,0
0,0,737,0,0,0,406,0,11792,0,2252,12410,0,0,0,0,51405,0,0
9,43,450,987,124,29,1586,0,14978,2553,22699,16944,85,585,0,2652,14007,1271,0
1786,0,11972,0,0,3,468,0,28472,23,1795,0,3,34,0,419,34027,0,0
0,0,855,0,0,0,25,0,14044,159,3649,12611,0,1038,0,0,46621,0,0
2737,0,4032,452,882,0,295,0,14253,1264,14067,16441,9,2,0,7,24536,25,0
106,0,8127,0,0,5,1533,0,13818,116,9,2573,0,11,0,0,52704,0,0
0,0,8,0,0,0,209,0,12573,0,1837,2194,0,590,0,5,61586,0,0
0,0,469,0,0,0,0,0,10996,0,1874,8155,0,0,0,0,57508,0,0
327,0,781,10428,0,451,11,0,12396,4797,1253,2578,0,21,0,240,45168,551,0
40,0,657,4,0,1,3427,0,20269,2204,7571,9668,0,10,0,0,35151,0,0
5517,0,3801,6854,18,318,32,0,11820,4238,933,10,0,80,0,197,45149,35,0
0,0,151,0,0,0,568,0,13660,0,1532,7446,0,12,0,0,55633,0,0
3,0,1890,22,0,0,961,0,17336,4219,8264,12560,0,179,0,0,33015,553,0
208,0,1092,1087,0,5,762,0,13827,2240,13835,16537,1,155,0,1,29010,242,0
0,0,598,0,0,0,911,0,13855,2,3820,5007,0,0,0,0,54809,0,0
47,0,10280,222,2,56,606,0,10288,1857,14359,15542,15,1349,0,0,24324,55,0
8,0,1137,1966,0,0,0,0,22622,12,18660,6595,0,298,0,161,27543,0,0
6773,0,9969,0,0,1281,315,0,10144,13,3147,4249,0,0,0,3,43108,0,0
28437,0,22515,0,0,10,2,0,15576,1693,727,2,0,0,0,207,9833,0,0
8,0,493,1,0,0,26,0,10726,0,315,6815,0,0,0,0,60618,0,0
159,36,11256,3,1,62,3843,0,23588,1490,15694,51,1594,387,0,9299,11539,0,0
11166,0,5375,0,146,225,682,249,14907,2117,0,330,0,211,0,345,43249,0,0
0,0,10131,0,0,0,341,0,16998,917,4143,6419,0,622,0,124,39307,0,0
4068,0,106,1780,0,413,2150,0,15562,3671,761,715,0,80,0,27,49586,83,0
3824,18,7665,70,0,303,577,0,20102,2785,5466,5022,4,126,0,66,32906,68,0
10244,0,648,0,0,174,49,0,16676,2222,3311,15385,13,0,0,0,30280,0,0
9,0,1295,4575,0,129,192,0,18178,4625,9294,11512,3,1,0,69,28524,596,0
6,0,864,589,0,48,489,0,18786,5637,9602,10040,0,158,0,206,29332,3245,0
0,0,731,0,0,0,36,0,12909,0,1766,5346,0,5,0,0,58209,0,0
105,0,365,0,0,0,1077,0,8823,273,0,5999,0,0,0,0,62360,0,0
2093,0,409,1090,0,3,685,0,13916,4103,701,773,0,55,0,199,50381,4594,0
0,381,1155,0,0,0,485,0,14616,3584,7665,12629,48,23,0,118,38298,0,0
47,0,385,1,0,130,5000,0,32757,3669,17883,67,1630,473,0,4,16956,0,0
7,289,197,0,0,0,520,0,16379,3562,7927,9478,60,22,0,42,40519,0,0
1,0,384,0,0,0,2,0,8959,0,65,8559,8,8,0,0,61016,0,0
0,0,2534,0,0,0,39,0,14874,1553,0,4411,0,602,0,0,54989,0,0
1249,0,2002,378,0,615,1155,0,19356,3044,9090,13080,9,140,0,102,28782,0,0
0,0,9323,806,0,0,833,0,21201,0,25,1375,0,50,0,15,44925,449,0
321,0,766,1660,0,124,815,0,17105,2716,8870,12878,121,125,0,494,30970,2037,0
656,40,561,1655,0,37,323,34,22155,597,7117,7986,7,927,0,480,36427,0,0
3065,0,14094,611,0,0,1364,0,10934,4532,1363,869,0,391,0,5,37911,3863,0
65,204,2993,722,0,0,2535,0,20240,1374,9637,8281,0,31,17,33,32870,0,0
9,0,644,17,0,0,264,0,18605,2030,8624,14371,51,35,0,0,33689,663,0
51,0,1671,0,0,0,1597,0,13232,0,68,4052,0,352,0,0,57979,0,0
10,0,953,596,0,3,1530,0,15053,3002,16067,16357,14,3251,0,0,20545,1621,0
0,0,2580,0,0,0,560,0,20254,1,33,5809,0,0,0,0,49765,0,0
34052,1,24559,0,0,63,9,0,9622,266,936,995,2,0,0,244,8253,0,0
7,0,607,1214,0,4,330,0,9731,246,20872,18159,0,150,0,25403,2279,0,0
0,0,0,0,0,0,276,0,21456,193,1989,12397,0,0,0,0,42691,0,0
0,0,237,0,0,0,626,0,13047,16,133,3418,0,67,0,0,61458,0,0
95,26,809,0,11,2,903,0,15286,1102,8582,15821,1,25,0,325,36014,0,0
3805,0,92,5717,0,0,13,0,14477,0,3029,2,201,23,0,84,51559,0,0
0,0,6460,0,0,0,0,0,8590,0,1735,4063,0,1,0,0,58153,0,0
0,0,3,0,0,0,145,0,12469,0,1461,4077,0,0,0,0,60847,0,0
166,0,513,1366,0,0,255,0,12279,2574,295,0,3,0,0,0,60356,1195,0
0,0,2148,0,0,0,903,0,14935,2662,0,3080,0,1530,0,0,53744,0,0
0,0,236,0,0,0,263,0,24116,306,1962,9761,0,0,0,0,42358,0,0
1,0,405,545,0,3,280,0,10674,787,21255,18909,0,152,0,20435,5545,11,0
0,0,7,0,0,0,389,0,20033,747,1878,12477,0,0,0,0,43471,0,0
0,0,55,0,0,0,810,0,12377,0,1522,3116,42,0,0,0,61080,0,0
0,0,136,0,0,0,1011,0,12829,0,1520,5235,51,294,0,0,57926,0,0
12671,0,9906,0,0,329,1209,0,8934,4750,441,1677,0,0,0,0,33563,5522,0
929,0,2160,2438,0,8,448,0,12568,2441,13928,15202,12,590,0,604,27576,98,0
721,0,471,2513,0,3431,789,0,19333,180,1082,0,0,7,0,16,43561,6898,0
0,0,54,530,0,77,570,0,17930,1870,144,46,0,551,0,78,52356,4796,0
0,0,13840,25,0,104,1207,0,18782,371,621,298,116,151,0,16,43471,0,0
26,0,422,0,0,0,0,0,10721,0,340,5880,0,0,0,0,61613,0,0
0,0,736,566,0,10,279,0,21489,2370,7328,6354,0,360,0,170,39340,0,0
24002,0,548,2220,0,0,431,0,18445,7666,0,0,0,0,0,1906,23536,248,0
40,0,639,9,4,56,502,0,18807,3145,7609,12427,0,29,0,3,34790,942,0
23,0,2943,1985,3,17,1729,0,15349,5571,22877,16814,0,852,0,0,10839,0,0
2,0,2300,0,0,0,266,0,21399,29,2888,12009,0,999,0,0,39110,0,0
0,53,528,0,0,0,755,0,14875,781,8100,15283,8,22,0,305,38292,0,0
5294,0,1128,0,0,0,81,0,13754,0,0,3650,0,10,0,0,54389,696,0
0,0,0,159,0,18,951,0,24095,295,5,1848,0,124,0,0,51507,0,0
