index, timestamp, power.draw [W], utilization.gpu [%], clocks.current.sm [MHz], temperature.gpu, memory.used [MiB]
0, 2018/08/08 14:18:32.622, 39.69 W, 62 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:33.629, 39.45 W, 63 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:34.632, 38.48 W, 61 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:35.636, 38.23 W, 37 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:36.640, 155.90 W, 15 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:37.644, 159.90 W, 17 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:18:38.647, 38.23 W, 27 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:39.651, 38.23 W, 15 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:40.654, 38.48 W, 44 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:41.658, 44.54 W, 60 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:18:42.665, 50.38 W, 53 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:18:43.669, 155.49 W, 0 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:44.673, 38.23 W, 0 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:45.676, 38.48 W, 63 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:46.680, 158.76 W, 8 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:18:47.683, 150.76 W, 4 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:18:48.687, 38.23 W, 26 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:49.691, 38.96 W, 63 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:18:50.694, 151.23 W, 0 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:51.700, 38.48 W, 14 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:52.704, 38.48 W, 49 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:53.708, 158.85 W, 0 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:54.712, 38.23 W, 7 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:55.719, 39.45 W, 62 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:18:56.722, 172.26 W, 2 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:18:57.726, 38.24 W, 0 %, 1328 MHz, 46, 9209 MiB
0, 2018/08/08 14:18:58.730, 155.90 W, 0 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:18:59.733, 156.21 W, 0 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:00.737, 38.48 W, 0 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:01.741, 38.48 W, 61 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:02.744, 59.59 W, 30 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:03.748, 38.23 W, 0 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:04.752, 72.44 W, 26 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:05.755, 157.90 W, 0 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:06.759, 38.48 W, 50 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:07.762, 38.48 W, 62 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:08.766, 156.70 W, 0 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:09.770, 38.48 W, 33 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:10.773, 38.48 W, 63 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:11.777, 41.88 W, 40 %, 1328 MHz, 47, 9209 MiB
0, 2018/08/08 14:19:12.781, 167.54 W, 1 %, 1328 MHz, 48, 9209 MiB
0, 2018/08/08 14:19:13.784, 38.48 W, 18 %, 1328 MHz, 47, 9209 MiB
